pfv_id,phase,session,surface,variant_axis,state_shown,device,aspect_ratio,parent_id,evolution_pattern,delta_axis,v_verdict,v_5gate,feedback_note,local_path,created_at_utc,downstream_use,forbidden_use,notes
pfv-S17-V9,P6,S17,density-refinement,9-density-sparse-breathing,active,desktop,16:9,pfv-SUPER-ANCHOR-FINAL,Density-spectrum,big-screen-presentation-mode,V-PASS,PPPPP,large-screen/presentation mode - hero+3supporting per panel,docs/research/visual-prototypes/PF-V/images-P6-density-refinement/pfv-S17-V9-cn-density-sparse-breathing.png,2026-05-07T10:11:00Z,PF-C4-html-source,not-implementation-source,
pfv-S17-V10,P6,S17,density-refinement,10-density-ultra-compact,active,desktop,16:9,pfv-SUPER-ANCHOR-FINAL,Density-spectrum,fill-100pct-multi-monitor-mode,V-PASS,PPPPP,multi-monitor primary operator - 2.5x V2 throughput,docs/research/visual-prototypes/PF-V/images-P6-density-refinement/pfv-S17-V10-cn-density-ultra-compact.png,2026-05-07T10:11:00Z,PF-C4-html-source,not-implementation-source,
pfv-S18-V1,P6,S18,typography-refinement,1-type-default,active,desktop,16:9,pfv-SUPER-ANCHOR-FINAL,Type-spectrum,baseline-default-token,V-PASS,PPPPP,baseline reference - hero 28/600 title 20/600 body 14/400 lh 1.45,docs/research/visual-prototypes/PF-V/images-P6-typography-refinement/pfv-S18-V1-cn-type-default-TOP1.png,2026-05-07T10:23:00Z,PF-C4-html-source-priority,not-implementation-source,TOP1 reference baseline
pfv-S18-V2,P6,S18,typography-refinement,2-type-modular-scale-1.25,active,desktop,16:9,pfv-SUPER-ANCHOR-FINAL,Type-spectrum,modular-scale-major-third,V-PASS,PPPPP,modular 1.25 ratio - 12/14/17.5/21.9/27.3 smooth rhythm,docs/research/visual-prototypes/PF-V/images-P6-typography-refinement/pfv-S18-V2-cn-type-modular-1-250.png,2026-05-07T10:23:00Z,PF-C4-html-source,not-implementation-source,
pfv-S18-V3,P6,S18,typography-refinement,3-type-mathematical-1.5,active,desktop,16:9,pfv-SUPER-ANCHOR-FINAL,Type-spectrum,mathematical-perfect-fifth-large,V-PASS,PPPPP,1.5 ratio large hero - 12/14/21/31/47 hero metric prominent,docs/research/visual-prototypes/PF-V/images-P6-typography-refinement/pfv-S18-V3-cn-type-mathematical-1-5.png,2026-05-07T10:23:00Z,PF-C4-html-source,not-implementation-source,
pfv-S18-V4,P6,S18,typography-refinement,4-type-weight-heavy,active,desktop,16:9,pfv-SUPER-ANCHOR-FINAL,Type-spectrum,weight-hierarchy-bold-800,V-PASS,PPPPP,heavy weight hero 800 title 700 - operator workstation serious mood,docs/research/visual-prototypes/PF-V/images-P6-typography-refinement/pfv-S18-V4-cn-type-weight-heavy-TOP2.png,2026-05-07T10:23:00Z,PF-C4-html-source-priority,not-implementation-source,TOP2 production recommended weight hierarchy
pfv-S18-V5,P6,S18,typography-refinement,5-type-weight-light,active,desktop,16:9,pfv-SUPER-ANCHOR-FINAL,Type-spectrum,weight-hierarchy-light-300,V-PASS,PPPPP,light weight 300/400 - minimal mood distinct from heavy,docs/research/visual-prototypes/PF-V/images-P6-typography-refinement/pfv-S18-V5-cn-type-weight-light.png,2026-05-07T10:23:00Z,PF-C4-html-source,not-implementation-source,
pfv-S18-V6,P6,S18,typography-refinement,6-type-mono-emphasis,active,desktop,16:9,pfv-SUPER-ANCHOR-FINAL,Type-spectrum,mono-fields-bold-priority,V-PASS,PPPPP,mono IDs/paths/timestamps boosted to 16/600 - machine-truth style,docs/research/visual-prototypes/PF-V/images-P6-typography-refinement/pfv-S18-V6-cn-type-mono-emphasis-TOP3.png,2026-05-07T10:23:00Z,PF-C4-html-source-priority,not-implementation-source,TOP3 IDs/paths visual weight max
pfv-S18-V7,P6,S18,typography-refinement,7-type-letterspacing-tight,active,desktop,16:9,pfv-SUPER-ANCHOR-FINAL,Type-spectrum,letterspacing-negative-2pct,V-PASS,PPPPP,title -2% mono -1% Bloomberg-tight character spacing,docs/research/visual-prototypes/PF-V/images-P6-typography-refinement/pfv-S18-V7-cn-type-letterspacing-tight.png,2026-05-07T10:23:00Z,PF-C4-html-source,not-implementation-source,
pfv-S18-V8,P6,S18,typography-refinement,8-type-letterspacing-wide,active,desktop,16:9,pfv-SUPER-ANCHOR-FINAL,Type-spectrum,letterspacing-positive-5pct,V-PASS,PPPPP,caption +5% body +1% - long-shift readability,docs/research/visual-prototypes/PF-V/images-P6-typography-refinement/pfv-S18-V8-cn-type-letterspacing-wide.png,2026-05-07T10:23:00Z,PF-C4-html-source,not-implementation-source,
pfv-S18-V9,P6,S18,typography-refinement,9-type-lineheight-lush,active,desktop,16:9,pfv-SUPER-ANCHOR-FINAL,Type-spectrum,lineheight-1-6-vertical-rhythm,V-PASS,PPPPP,body lh 1.6 title 1.3 - long evidence rows scanning friendly,docs/research/visual-prototypes/PF-V/images-P6-typography-refinement/pfv-S18-V9-cn-type-lineheight-lush.png,2026-05-07T10:23:00Z,PF-C4-html-source,not-implementation-source,
pfv-S18-V10,P6,S18,typography-refinement,10-type-variable-showcase,active,desktop,16:9,pfv-SUPER-ANCHOR-FINAL,Type-spectrum,inter-variable-axis-demo,V-PASS,PPPPP,Inter Variable demo capture_id 4 weights 100/300/500/700,docs/research/visual-prototypes/PF-V/images-P6-typography-refinement/pfv-S18-V10-cn-type-variable-showcase.png,2026-05-07T10:23:00Z,PF-C4-html-source,not-implementation-source,
